"139","classique","古典的",NULL,"4","你好！法语（A1）"
"140","correspondance","通信；书信",NULL,"4","你好！法语（A1）"
"141","correspondant(e)","通信者",NULL,"4","你好！法语（A1）"
"142","Dakar","达喀尔",NULL,"4","你好！法语（A1）"
"143","danse","舞蹈",NULL,"4","你好！法语（A1）"
"144","de","...的（同英语的of）",NULL,"4","你好！法语（A1）"
"145","espagnol","西班牙语",NULL,"4","你好！法语（A1）"
"146","Europe","欧洲",NULL,"4","你好！法语（A1）"
"147","football","足球",NULL,"4","你好！法语（A1）"
"148","frère","兄弟",NULL,"4","你好！法语（A1）"
"149","golf","高尔夫球",NULL,"4","你好！法语（A1）"
"150","guyanais(e)","圭亚那人",NULL,"4","你好！法语（A1）"
"151","Lausanne","洛桑（瑞士城市）",NULL,"4","你好！法语（A1）"
"152","lecture","阅读",NULL,"4","你好！法语（A1）"
"153","littérature","文学",NULL,"4","你好！法语（A1）"
"154","mère","母亲，妈妈",NULL,"4","你好！法语（A1）"
"155","moi","我（重读人称代词）",NULL,"4","你好！法语（A1）"
"156","monde","世界",NULL,"4","你好！法语（A1）"
"157","musique","音乐",NULL,"4","你好！法语（A1）"
"158","nature","自然，大自然",NULL,"4","你好！法语（A1）"
"159","père","父亲",NULL,"4","你好！法语（A1）"
"160","photo","照片；摄影",NULL,"4","你好！法语（A1）"
"161","québécois(e)","魁北克人",NULL,"4","你好！法语（A1）"
"162","Sénégal","塞内加尔",NULL,"4","你好！法语（A1）"
"163","Sénégalais(e)","塞内加尔人",NULL,"4","你好！法语（A1）"
"164","serveur(euse)","服务员",NULL,"4","你好！法语（A1）"
"165","sœur","姐妹",NULL,"4","你好！法语（A1）"
"166","souvent","经常",NULL,"4","你好！法语（A1）"
"167","sport","体育",NULL,"4","你好！法语（A1）"
"168","un peu","一点，少许",NULL,"4","你好！法语（A1）"
"169","volley-ball","排球",NULL,"4","你好！法语（A1）"
"170","affiche","海报，广告",NULL,"5","你好！法语（A1）"
"171","assiette","盘子",NULL,"5","你好！法语（A1）"
"172","au-dessous","在下面",NULL,"5","你好！法语（A1）"
"173","au-dessus","在上面",NULL,"5","你好！法语（A1）"
"174","avec","具有，带有",NULL,"5","你好！法语（A1）"
"175","blouson","夹克",NULL,"5","你好！法语（A1）"
"176","chaise","椅子",NULL,"5","你好！法语（A1）"
"177","chambre","房间",NULL,"5","你好！法语（A1）"
"178","chapeau","帽子",NULL,"5","你好！法语（A1）"
"179","chat(te)","猫",NULL,"5","你好！法语（A1）"
"180","contre","靠，倚着",NULL,"5","你好！法语（A1）"
"181","côté","旁边",NULL,"5","你好！法语（A1）"
"182","à côté de","在...旁边",NULL,"5","你好！法语（A1）"
"183","cuillère","勺子",NULL,"5","你好！法语（A1）"
"184","devant","在...前面",NULL,"5","你好！法语（A1）"
"185","droite","右边",NULL,"5","你好！法语（A1）"
"186","à droite de","在...右边",NULL,"5","你好！法语（A1）"
"187","étagère","架子",NULL,"5","你好！法语（A1）"
"188","fauteuil","扶手椅",NULL,"5","你好！法语（A1）"
"189","fenêtre","窗户",NULL,"5","你好！法语（A1）"
"190","fleur","花",NULL,"5","你好！法语（A1）"
"191","gauche","左边",NULL,"5","你好！法语（A1）"
"192","à gauche de","在...左边",NULL,"5","你好！法语（A1）"
"193","il y a","有...（英语的there be句型）",NULL,"5","你好！法语（A1）"
"194","là","好啦！",NULL,"5","你好！法语（A1）"
"195","lit","床",NULL,"5","你好！法语（A1）"
"196","livre","书",NULL,"5","你好！法语（A1）"
"197","meuble","家具",NULL,"5","你好！法语（A1）"
"198","mur","墙",NULL,"5","你好！法语（A1）"
"199","nounours","小熊玩具",NULL,"5","你好！法语（A1）"
"200","objet","物品；物体",NULL,"5","你好！法语（A1）"
"202","ordinateur","电脑",NULL,"5","你好！法语（A1）"
"203","pièce","房间",NULL,"5","你好！法语（A1）"
"204","pomme","苹果",NULL,"5","你好！法语（A1）"
"205","porte","门",NULL,"5","你好！法语（A1）"
"206","que","什么",NULL,"5","你好！法语（A1）"
"207","sac","包",NULL,"5","你好！法语（A1）"
"208","sous","在...下面",NULL,"5","你好！法语（A1）"
"209","sur","在...上面",NULL,"5","你好！法语（A1）"
"210","table","桌子",NULL,"5","你好！法语（A1）"
"211","tapis","地毯",NULL,"5","你好！法语（A1）"
"212","trouver","找到",NULL,"5","你好！法语（A1）"
"213","vase","花瓶",NULL,"5","你好！法语（A1）"
"214","verre","玻璃杯",NULL,"5","你好！法语（A1）"
"215","voilà","那是",NULL,"5","你好！法语（A1）"
"216","autre","另一个；别的",NULL,"6","你好！法语（A1）"
"217","basket","篮球鞋，运动鞋",NULL,"6","你好！法语（A1）"
"218","blanc(che)","白的，白色",NULL,"6","你好！法语（A1）"
"219","bleu(e)","蓝色",NULL,"6","你好！法语（A1）"
"220","blond(e)","金色的（指头发）",NULL,"6","你好！法语（A1）"
"221","brun(e)","棕色的（指头发）",NULL,"6","你好！法语（A1）"
"222","chaussure","鞋",NULL,"6","你好！法语（A1）"
"223","chemise","男士衬衣",NULL,"6","你好！法语（A1）"
"224","chose","事情，事物",NULL,"6","你好！法语（A1）"
"225","couleur","色彩，颜色",NULL,"6","你好！法语（A1）"
"226","d'accord","同意，赞同OK",NULL,"6","你好！法语（A1）"
"227","grand(e)","高大的；大的",NULL,"6","你好！法语（A1）"
"228","jaune","黄色的",NULL,"6","你好！法语（A1）"
"229","jean","牛仔裤",NULL,"6","你好！法语（A1）"
"230","lunettes","眼镜",NULL,"6","你好！法语（A1）"
"231","manteau","大衣；外套",NULL,"6","你好！法语（A1）"
"232","ne pas","不，没有",NULL,"6","你好！法语（A1）"
"233","noir(e)","黑色",NULL,"6","你好！法语（A1）"
"234","pantalon","长裤",NULL,"6","你好！法语（A1）"
"235","personne","人",NULL,"6","你好！法语（A1）"
"236","petit(e)","矮小的，小的",NULL,"6","你好！法语（A1）"
"237","porter","穿，戴",NULL,"6","你好！法语（A1）"
"238","robe","连衣裙",NULL,"6","你好！法语（A1）"
"239","rouge","红色",NULL,"6","你好！法语（A1）"
"240","tee-shirt","T恤衫",NULL,"6","你好！法语（A1）"
"241","vert(e)","绿色",NULL,"6","你好！法语（A1）"
"242","vêtement","衣服",NULL,"6","你好！法语（A1）"
"243","bien","很多；很",NULL,"7","你好！法语（A1）"
"244","bon","【感叹词】好吧",NULL,"7","你好！法语（A1）"
"245","boutique","商店；店铺",NULL,"7","你好！法语（A1）"
"246","cher(ère)","高价的，昂贵的；（放名词前）亲爱的",NULL,"7","你好！法语（A1）"
"247","combien","多少",NULL,"7","你好！法语（A1）"
"248","coûter","价值...钱，花费...钱",NULL,"7","你好！法语（A1）"
"249","et","加；和",NULL,"7","你好！法语（A1）"
"250","euro","欧元",NULL,"7","你好！法语（A1）"
"251","faire","价格为...，尺寸为...，容量为...，构成",NULL,"7","你好！法语（A1）"
"252","gris(e)","灰色",NULL,"7","你好！法语（A1）"
"253","joli(e)","漂亮，好看",NULL,"7","你好！法语（A1）"
"254","pour","对于，适用于",NULL,"7","你好！法语（A1）"
"255","prix","价格，价钱",NULL,"7","你好！法语（A1）"
"256","pull","套头衫",NULL,"7","你好！法语（A1）"
"257","quantité","数量",NULL,"7","你好！法语（A1）"
"258","shopping","购物",NULL,"7","你好！法语（A1）"
"259","taille","尺寸，尺码",NULL,"7","你好！法语（A1）"
"260","très","很，非常",NULL,"7","你好！法语（A1）"
"261","trouver","觉得",NULL,"7","你好！法语（A1）"
"262","type","种类",NULL,"7","你好！法语（A1）"
"263","vendeur(euse)","售货员",NULL,"7","你好！法语（A1）"
"264","artiste","艺术家",NULL,"8","你好！法语（A1）"
"265","coin","角落",NULL,"8","你好！法语（A1）"
"266","écrivain","作家",NULL,"8","你好！法语（A1）"
"267","entre","在...之间",NULL,"8","你好！法语（A1）"
"268","film","影片，电影",NULL,"8","你好！法语（A1）"
"269","môme","【俗】小孩",NULL,"8","你好！法语（A1）"
"270","musicien(ne)","音乐家",NULL,"8","你好！法语（A1）"
"271","orange","橙子；橙色",NULL,"8","你好！法语（A1）"
"272","peintre","画家",NULL,"8","你好！法语（A1）"
"273","poème","诗歌",NULL,"8","你好！法语（A1）"
"274","poète","诗人",NULL,"8","你好！法语（A1）"
"275","sculpteur(trice)","雕刻家",NULL,"8","你好！法语（A1）"
"276","tableau","画；表格",NULL,"8","你好！法语（A1）"
"277","agence","代理处",NULL,"9","你好！法语（A1）"
"278","agence immobilière","房产代理公司",NULL,"9","你好！法语（A1）"
"279","ancien(ne)","古老的，旧的；（放名词前）曾经的",NULL,"9","你好！法语（A1）"
"280","annonce","告示",NULL,"9","你好！法语（A1）"
"281","petite annonce","小广告",NULL,"9","你好！法语（A1）"
"282","appartement","公寓",NULL,"9","你好！法语（A1）"
"283","ascenseur","电梯",NULL,"9","你好！法语（A1）"
"284","avenue","大街",NULL,"9","你好！法语（A1）"
"285","bout","末端",NULL,"9","你好！法语（A1）"
"286","au bout de","在...的末端",NULL,"9","你好！法语（A1）"
"287","bruyant(e)","吵闹的",NULL,"9","你好！法语（A1）"
"288","bureau","办公室；办公桌",NULL,"9","你好！法语（A1）"
"289","calme","安静的，宁静的",NULL,"9","你好！法语（A1）"
"290","chez","在...家，在...那里",NULL,"9","你好！法语（A1）"
"291","clair(e)","明亮的",NULL,"9","你好！法语（A1）"
"292","couloir","走廊",NULL,"9","你好！法语（A1）"
"293","cuisine","厨房",NULL,"9","你好！法语（A1）"
"294","douche","淋浴设备",NULL,"9","你好！法语（A1）"
"295","entrée","入口，门厅",NULL,"9","你好！法语（A1）"
"296","à l'entrée de","在...的入口",NULL,"9","你好！法语（A1）"
"297","étage","楼层",NULL,"9","你好！法语（A1）"
"298","face","面",NULL,"9","你好！法语（A1）"
"299","immeuble","楼房，大楼",NULL,"9","你好！法语（A1）"
"300","immobilier(ère)","不动产的",NULL,"9","你好！法语（A1）"
"301","louer","出租",NULL,"9","你好！法语（A1）"
"302","mètre","米",NULL,"9","你好！法语（A1）"
"303","mètre carré","平方米",NULL,"9","你好！法语（A1）"
"304","mois","月",NULL,"9","你好！法语（A1）"
"305","où","哪里",NULL,"9","你好！法语（A1）"
"306","parking","停车场",NULL,"9","你好！法语（A1）"
"307","placard","壁橱",NULL,"9","你好！法语（A1）"
"308","plan","平面图",NULL,"9","你好！法语（A1）"
"309","premier(ère)","第一的",NULL,"9","你好！法语（A1）"
"310","récent(e)","最近的，最新的",NULL,"9","你好！法语（A1）"
"311","responsable","负责人",NULL,"9","你好！法语（A1）"
"312","rez-de-chaussée","一楼",NULL,"9","你好！法语（A1）"
"313","salle","室，厅",NULL,"9","你好！法语（A1）"
"314","salle de bains","浴室",NULL,"9","你好！法语（A1）"
"315","salutations","敬语",NULL,"9","你好！法语（A1）"
"316","sombre","昏暗的，阴暗的",NULL,"9","你好！法语（A1）"
"317","toilettes","卫生间",NULL,"9","你好！法语（A1）"
"318","troisième","第三的",NULL,"9","你好！法语（A1）"
"319","après","然后；之后",NULL,"10","你好！法语（A1）"
"320","arriver","到达",NULL,"10","你好！法语（A1）"
"321","banque","银行",NULL,"10","你好！法语（A1）"
"322","bien sûr","当然",NULL,"10","你好！法语（A1）"
"323","bus","公交车",NULL,"10","你好！法语（A1）"
"324","continuer","继续",NULL,"10","你好！法语（A1）"
"325","direct(e)","直接的",NULL,"10","你好！法语（A1）"
"326","droit","笔直地",NULL,"10","你好！法语（A1）"
"327","tout droit","笔直地",NULL,"10","你好！法语（A1）"
"328","ensuite","然后；接下来",NULL,"10","你好！法语（A1）"
"329","entrer","进入",NULL,"10","你好！法语（A1）"
"330","jardin","公园；花园",NULL,"10","你好！法语（A1）"
"331","jusque","直到",NULL,"10","你好！法语（A1）"
"332","jusqu'à","直到",NULL,"10","你好！法语（A1）"
"333","là","那里",NULL,"10","你好！法语（A1）"
"334","ligne","线；线路",NULL,"10","你好！法语（A1）"
"335","loin","远",NULL,"10","你好！法语（A1）"
"336","loin de","离...远的",NULL,"10","你好！法语（A1）"
"337","métro","地铁",NULL,"10","你好！法语（A1）"
"338","moto","摩托车",NULL,"10","你好！法语（A1）"
"339","musée","博物馆",NULL,"10","你好！法语（A1）"
"340","opéra","歌剧院；歌剧",NULL,"10","你好！法语（A1）"
"341","par","经过；通过",NULL,"10","你好！法语（A1）"
"342","pardon","原谅；对不起",NULL,"10","你好！法语（A1）"
"343","passer","经过",NULL,"10","你好！法语（A1）"
"344","pied","脚",NULL,"10","你好！法语（A1）"
"345","à pied","步行",NULL,"10","你好！法语（A1）"
"346","place","广场",NULL,"10","你好！法语（A1）"
"347","poste","邮局",NULL,"10","你好！法语（A1）"
"348","prendre","【英】take",NULL,"10","你好！法语（A1）"
"349","rollers","滑轮鞋",NULL,"10","你好！法语（A1）"
"350","tourner","转弯",NULL,"10","你好！法语（A1）"
"351","tout","十分，非常（相当于très）",NULL,"10","你好！法语（A1）"
"352","travail","工作",NULL,"10","你好！法语（A1）"
"353","traverser","穿过",NULL,"10","你好！法语（A1）"
"354","vélo","自行车",NULL,"10","你好！法语（A1）"
"355","voiture","汽车，小轿车",NULL,"10","你好！法语（A1）"
"356","air","空气",NULL,"11","你好！法语（A1）"
"357","air conditionné","空调",NULL,"11","你好！法语（A1）"
"358","bar","酒吧",NULL,"11","你好！法语（A1）"
"359","bien sûr","当然",NULL,"11","你好！法语（A1）"
"360","bord","边；岸",NULL,"11","你好！法语（A1）"
"361","au bord de","在...边上",NULL,"11","你好！法语（A1）"
"362","carte","地图；卡片",NULL,"11","你好！法语（A1）"
"363","circuit","旅游线路",NULL,"11","你好！法语（A1）"
"364","conditionné(e)","有条件的",NULL,"11","你好！法语（A1）"
"365","conseil","建议",NULL,"11","你好！法语（A1）"
"366","différence","差异",NULL,"11","你好！法语（A1）"
"367","est","东边",NULL,"11","你好！法语（A1）"
"368","hélicoptère","直升机",NULL,"11","你好！法语（A1）"
"369","île","岛",NULL,"11","你好！法语（A1）"
"370","jour","日子；天",NULL,"11","你好！法语（A1）"
"371","juste","正好",NULL,"11","你好！法语（A1）"
"372","mer","大海",NULL,"11","你好！法语（A1）"
"373","nord","北方",NULL,"11","你好！法语（A1）"
"374","on","我们；有人；大家；别人；人们",NULL,"11","你好！法语（A1）"
"375","ouest","西边",NULL,"11","你好！法语（A1）"
"376","parfait(e)","完美的",NULL,"11","你好！法语（A1）"
"377","partir","出发",NULL,"11","你好！法语（A1）"
"378","piscine","游泳池",NULL,"11","你好！法语（A1）"
"379","plage","沙滩",NULL,"11","你好！法语（A1）"
"380","puis","然后",NULL,"11","你好！法语（A1）"
"381","réception","接待处",NULL,"11","你好！法语（A1）"
"382","restaurant","饭店",NULL,"11","你好！法语（A1）"
"383","sud","南边",NULL,"11","你好！法语（A1）"
"384","télévision","电视机",NULL,"11","你好！法语（A1）"
"385","terrasse","露台",NULL,"11","你好！法语（A1）"
"386","ville","城市",NULL,"11","你好！法语（A1）"
"387","visiter","参观，游览",NULL,"11","你好！法语（A1）"
"388","voyage","旅行",NULL,"11","你好！法语（A1）"
"389","agence de voyages","旅行社",NULL,"11","你好！法语（A1）"
"390","week-end","周末",NULL,"11","你好！法语（A1）"
"391","aéroport","飞机场",NULL,"12","你好！法语（A1）"
"392","aquarium","水族馆",NULL,"12","你好！法语（A1）"
"393","archéologie","考古学",NULL,"12","你好！法语（A1）"
"394","art","艺术",NULL,"12","你好！法语（A1）"
"395","avion","飞机",NULL,"12","你好！法语（A1）"
"396","autour de","在...四周",NULL,"12","你好！法语（A1）"
"397","bateau","船",NULL,"12","你好！法语（A1）"
"398","billet","票",NULL,"12","你好！法语（A1）"
"399","bise","吻",NULL,"12","你好！法语（A1）"
"400","carte","卡片",NULL,"12","你好！法语（A1）"
"401","centre","中心",NULL,"12","你好！法语（A1）"
"402","château","城堡",NULL,"12","你好！法语（A1）"
"403","contemporain(e)","当代的",NULL,"12","你好！法语（A1）"
"404","destination","目的地",NULL,"12","你好！法语（A1）"
"405","gratuit(e)","免费的",NULL,"12","你好！法语（A1）"
"406","hôtel","酒店",NULL,"12","你好！法语（A1）"
"407","hôtel de ville","市政大厅",NULL,"12","你好！法语（A1）"
"408","institut","机构，学院",NULL,"12","你好！法语（A1）"
"409","intéressant(e)","有趣的",NULL,"12","你好！法语（A1）"
"410","kilomètre","千米",NULL,"12","你好！法语（A1）"
"411","Marseille","马赛",NULL,"12","你好！法语（A1）"
"412","méditerranéen(ne)","地中海的",NULL,"12","你好！法语（A1）"
"413","office","事务所",NULL,"12","你好！法语（A1）"
"414","palais","宫殿",NULL,"12","你好！法语（A1）"
"415","port","港口",NULL,"12","你好！法语（A1）"
"416","postal(e)","邮政的",NULL,"12","你好！法语（A1）"
"417","carte postale","明信片",NULL,"12","你好！法语（A1）"
"418","prison","监狱",NULL,"12","你好！法语（A1）"
"419","quai","站台；堤岸",NULL,"12","你好！法语（A1）"
"420","quartier","街区",NULL,"12","你好！法语（A1）"
"421","SNCF","法国国铁",NULL,"12","你好！法语（A1）"
"422","TGV","高速火车",NULL,"12","你好！法语（A1）"
"423","tourisme","旅游业",NULL,"12","你好！法语（A1）"
"424","train","火车",NULL,"12","你好！法语（A1）"
"425","vieux(vieille)","年老的；古老的",NULL,"12","你好！法语（A1）"
"426","vitesse","速度",NULL,"12","你好！法语（A1）"
"427","aller","去程票",NULL,"13","你好！法语（A1）"
"428","aller-retour","往返票",NULL,"13","你好！法语（A1）"
"429","après-midi","下午",NULL,"13","你好！法语（A1）"
"430","classe","等级，级别；教室",NULL,"13","你好！法语（A1）"
"431","complet(ète)","满员的",NULL,"13","你好！法语（A1）"
"432","départ","出发",NULL,"13","你好！法语（A1）"
"433","désolé(e)","感到遗憾/抱歉的",NULL,"13","你好！法语（A1）"
"434","deuxième","第二",NULL,"13","你好！法语（A1）"
"435","dimanche","周日",NULL,"13","你好！法语（A1）"
"436","employé(e)","雇员",NULL,"13","你好！法语（A1）"
"437","gare","火车站",NULL,"13","你好！法语（A1）"
"438","heure","时间；小时",NULL,"13","你好！法语（A1）"
"439","horaire","时刻表",NULL,"13","你好！法语（A1）"
"440","jeudi","周四",NULL,"13","你好！法语（A1）"
"441","lundi","周一",NULL,"13","你好！法语（A1）"
"442","mardi","周二",NULL,"13","你好！法语（A1）"
"443","matin","早晨",NULL,"13","你好！法语（A1）"
"444","mercredi","周三",NULL,"13","你好！法语（A1）"
"445","pendule","挂钟",NULL,"13","你好！法语（A1）"
"446","place","地方；位置",NULL,"13","你好！法语（A1）"
"447","prochain(e)","下一个的",NULL,"13","你好！法语（A1）"
"448","quand","什么时候；当...时候",NULL,"13","你好！法语（A1）"
"449","renseignement","（咨询所得到的）信息",NULL,"13","你好！法语（A1）"
"450","samedi","周六",NULL,"13","你好！法语（A1）"
"451","simple","简单的；单一的",NULL,"13","你好！法语（A1）"
"452","tarif","定价",NULL,"13","你好！法语（A1）"
"453","vendredi","周五",NULL,"13","你好！法语（A1）"
"454","voie","道路；轨道",NULL,"13","你好！法语（A1）"
"455","acteur(trice)","演员",NULL,"14","你好！法语（A1）"
"456","agenda","日程表",NULL,"14","你好！法语（A1）"
"457","cabinet","事务所",NULL,"14","你好！法语（A1）"
"458","coiffure","发型",NULL,"14","你好！法语（A1）"
"459","commencer","开始",NULL,"14","你好！法语（A1）"
"460","docteur","医生；博士",NULL,"14","你好！法语（A1）"
"461","donc","好吧；所以",NULL,"14","你好！法语（A1）"
"462","faire","做",NULL,"14","你好！法语（A1）"
"463","guitare","吉他",NULL,"14","你好！法语（A1）"
"464","informaticien(ne)","计算机工程师",NULL,"14","你好！法语（A1）"
"465","journal","报纸",NULL,"14","你好！法语（A1）"
"466","là","那里",NULL,"14","你好！法语（A1）"
"467","Londres","伦敦",NULL,"14","你好！法语（A1）"
"468","mais","但是",NULL,"14","你好！法语（A1）"
"469","passer","度过",NULL,"14","你好！法语（A1）"
"470","possible","可能的",NULL,"14","你好！法语（A1）"
"471","quel(le)","多么，何等",NULL,"14","你好！法语（A1）"
"472","rentrer","回来；回家",NULL,"14","你好！法语（A1）"
"473","reste","其余的；剩下的",NULL,"14","你好！法语（A1）"
"474","réunion","会议",NULL,"14","你好！法语（A1）"
"475","semaine","星期，周",NULL,"14","你好！法语（A1）"
"476","seulement","只，仅仅",NULL,"14","你好！法语（A1）"
"477","société","公司；社会",NULL,"14","你好！法语（A1）"
"478","soir","晚上",NULL,"14","你好！法语（A1）"
"479","surprise","惊喜",NULL,"14","你好！法语（A1）"
"480","tard","晚",NULL,"14","你好！法语（A1）"
"481","tôt","早",NULL,"14","你好！法语（A1）"
"482","tous(toutes)","全部",NULL,"14","你好！法语（A1）"
"483","travailler","工作",NULL,"14","你好！法语（A1）"
"484","vacances","假期",NULL,"14","你好！法语（A1）"
"485","vers","朝；大约",NULL,"14","你好！法语（A1）"
"486","vie","生活；生命",NULL,"14","你好！法语（A1）"
"487","voir","看见",NULL,"14","你好！法语（A1）"
"488","athlétisme","田径运动",NULL,"15","你好！法语（A1）"
"489","boîte","盒子；夜店",NULL,"15","你好！法语（A1）"
